id	merge_region	merge_len	num_region	eccdna_status	numreads	totalbase	coverage	consensus_len	consensus_status
ec46	2:138234074-138244438_+	10365	1	cyclic	109	863660	83.32	10379	Insertion
ec47	16:83398051-83404659_+	6609	1	cyclic	9	49553	7.50	6611	Insertion
ec48	X:144917431-144928422_+	10992	1	cyclic	375	2119914	192.86	10995	Insertion
ec49	8:111864899-111870987_+,8:116966085-116968459_+	8464	2	cyclic	10	46791	5.53	8481	Insertion
ec50	5:121179273-121197459_+	18187	1	cyclic	156	957026	52.62	18188	Insertion
ec51	15:32938613-32943150_+	4538	1	cyclic	28	151624	33.41	4540	Insertion
ec52	1:114117903-114129369_+	11467	1	cyclic	9	109818	9.58	11467	No_indel
ec53	15:91332419-91336117_+	3699	1	cyclic	33	161981	43.79	3702	Insertion
ec54	5:37569568-37577687_+	8120	1	cyclic	9	63198	7.78	8123	Insertion
ec55	18:62165523-62168355_+	2833	1	cyclic	12	44671	15.77	2854	Insertion
ec56	8:126769857-126772069_-,17:29250734-29252182_+	3662	2	cyclic	31	173038	47.25	3666	Insertion
ec57	1:218363356-218368328_+	4973	1	cyclic	17	96318	19.37	4980	Insertion
ec58	7:41500684-41506741_+	6058	1	cyclic	33	195433	32.26	6061	Insertion
ec59	13:67323037-67326539_+	3503	1	cyclic	4	16556	4.73	3475	Deletion
ec60	15:96556097-96565885_+	9789	1	cyclic	55	345824	35.33	9793	Insertion
ec61	8:42549749-42557420_+	7672	1	cyclic	28	171987	22.42	7682	Insertion
ec62	14:80271614-80275373_+	3760	1	cyclic	8	45034	11.98	3767	Insertion
ec63	X:7469208-7472591_+	3384	1	cyclic	19	98982	29.25	3384	No_indel
ec64	5:78315159-78316907_+	1749	1	cyclic	6	14426	8.25	1748	Deletion
ec65	8:132687288-132694366_+	7079	1	cyclic	40	202545	28.61	7079	No_indel
ec66	3:105043055-105044181_-	1127	1	cyclic	1	6686	5.93	1127	No_indel
ec67	6:124169958-124174034_+	4077	1	cyclic	17	93681	22.98	4086	Insertion
ec68	6:105587686-105593265_+	5580	1	cyclic	29	182648	32.73	5582	Insertion
ec69	6:103261545-103266205_+	4661	1	cyclic	22	99113	21.26	4661	No_indel
ec70	10:88831277-88835227_+	3951	1	cyclic	12	71144	18.01	3956	Insertion
ec71	6:99760634-99763871_-	3238	1	cyclic	5	17219	5.32	3244	Insertion
ec72	3:85709231-85712734_+	3504	1	cyclic	37	191000	54.51	3504	No_indel
ec73	13:32042311-32044439_+	2129	1	cyclic	22	132314	62.15	2103	Deletion
ec74	2:207050381-207054617_+,2:32555723-32556398_+	4913	2	cyclic	16	68522	13.95	4918	Insertion
ec75	6:133132180-133140499_+	8320	1	cyclic	11	64341	7.73	8329	Insertion
ec76	10:33944870-33945455_+,15:85668374-85669622_+	1835	2	cyclic	66	358154	195.18	1848	Insertion
ec77	14:32924173-32926680_+	2508	1	cyclic	11	74761	29.81	2510	Insertion
ec78	2:15889916-15896048_+	6133	1	cyclic	41	262258	42.76	6182	Insertion
ec79	5:120844208-120847718_+	3511	1	cyclic	17	87687	24.97	3513	Insertion
ec80	2:160014434-160020346_+	5913	1	cyclic	9	46027	7.78	5916	Insertion
ec81	1:161806553-161810107_+	3555	1	cyclic	8	34715	9.77	3553	Deletion
ec82	7:147650067-147653575_+	3509	1	cyclic	39	263111	74.98	3509	No_indel
ec83	5:96395861-96407798_+	11938	1	cyclic	44	375703	31.47	11947	Insertion
ec84	4:148021667-148025770_-,10:24871162-24873288_+	6231	2	cyclic	33	155598	24.97	6233	Insertion
ec85	7:82423085-82426460_+	3376	1	cyclic	33	179340	53.12	3371	Deletion
ec86	3:53795553-53798877_+	3325	1	cyclic	8	28359	8.53	3327	Insertion
ec87	2:87720836-87726329_+	5494	1	cyclic	81	428170	77.93	5499	Insertion
ec88	10:21564784-21574138_+	9355	1	cyclic	60	287589	30.74	9384	Insertion
ec89	1:109203608-109213248_+	9641	1	cyclic	31	265192	27.51	9647	Insertion
ec90	1:231236913-231241132_+	4220	1	cyclic	11	41750	9.89	4220	No_indel
ec91	X:31261510-31264056_+	2547	1	cyclic	6	44900	17.63	2547	No_indel
ec92	X:118580650-118585841_+	5192	1	cyclic	94	442036	85.14	5202	Insertion
ec93	9:69790180-69796402_+	6223	1	cyclic	5	37767	6.07	6231	Insertion
ec94	15:73454956-73483914_+	28959	1	cyclic	129	802233	27.70	28994	Insertion
ec95	8:32318964-32326908_+	7945	1	cyclic	43	260991	32.85	7962	Insertion
ec96	2:129641121-129643443_+	2323	1	cyclic	3	14012	6.03	2325	Insertion
ec97	10:98705956-98706970_+,2:72746007-72748450_+	3459	2	cyclic	41	277537	80.24	3459	No_indel
ec98	2:139526364-139529593_+	3230	1	cyclic	8	21233	6.57	3238	Insertion
ec99	7:84677316-84680038_+	2723	1	cyclic	3	21296	7.82	2723	No_indel
ec100	18:12685059-12698032_+	12974	1	cyclic	29	192047	14.80	13002	Insertion
ec101	9:121898201-121902860_+	4660	1	cyclic	11	67753	14.54	4660	No_indel
ec102	6:77966952-77973088_+	6137	1	cyclic	10	42165	6.87	6143	Insertion
ec103	14:59767754-59769952_+	2199	1	cyclic	24	122345	55.64	2201	Insertion
ec104	2:22747-27084_+	4338	1	cyclic	8	27634	6.37	4338	No_indel
ec105	13:21648552-21651892_+	3341	1	cyclic	4	24265	7.26	3343	Insertion
ec106	4:52579957-52583601_+	3645	1	cyclic	7	28128	7.72	3648	Insertion
ec107	11:108939538-108941396_+	1859	1	cyclic	4	14061	7.56	1863	Insertion
ec108	1:226419482-226424656_+	5175	1	cyclic	8	30965	5.98	5185	Insertion
ec109	6:39518164-39522690_+	4527	1	cyclic	13	38088	8.41	4529	Insertion
ec110	13:88645357-88646940_+	1584	1	cyclic	3	10088	6.37	1586	Insertion
ec111	X:32565446-32571144_+	5699	1	cyclic	28	137172	24.07	5701	Insertion
ec112	12:73923261-73923877_+	617	1	cyclic	4	25622	41.53	617	No_indel
ec113	1:208792989-208795035_+	2047	1	cyclic	7	34369	16.79	2047	No_indel
ec114	5:7373434-7379974_+	6541	1	cyclic	12	57237	8.75	6546	Insertion
ec115	X:91345299-91352215_+	6917	1	cyclic	12	67120	9.70	6918	Insertion
ec116	11:120947495-120951364_-,16:7801070-7803051_+	5852	2	cyclic	30	179720	30.71	5853	Insertion
ec117	4:109714056-109717682_+	3627	1	cyclic	5	37231	10.26	3631	Insertion
ec118	11:132055096-132063776_+	8681	1	cyclic	43	253822	29.24	8686	Insertion
ec119	16:76350229-76353384_+	3156	1	cyclic	10	29571	9.37	3157	Insertion
ec120	2:199996088-200006512_+	10425	1	cyclic	14	148744	14.27	10424	Deletion
ec121	4:167394900-167404977_+	10078	1	cyclic	18	77805	7.72	10101	Insertion
ec122	3:86849126-86853979_+	4854	1	cyclic	7	45463	9.37	4856	Insertion
ec123	21:29924706-29929951_+	5246	1	cyclic	8	60103	11.46	5247	Insertion
ec124	7:153691301-153693647_+	2347	1	cyclic	4	47452	20.22	2349	Insertion
ec125	4:154281629-154285422_+	3794	1	cyclic	6	37877	9.98	3798	Insertion
ec126	3:82961634-82966059_+	4426	1	cyclic	35	145930	32.97	4426	No_indel
ec127	6:155881178-155888308_+	7131	1	cyclic	45	307318	43.10	7134	Insertion
ec128	1:63091979-63099977_+	7999	1	cyclic	11	44303	5.54	8003	Insertion
ec129	3:1296939-1302884_+	5946	1	cyclic	6	36549	6.15	5956	Insertion
ec130	17:33735783-33737498_+	1716	1	cyclic	7	22911	13.35	1717	Insertion
ec131	1:95647343-95652753_+	5411	1	cyclic	15	115147	21.28	5417	Insertion
ec132	5:155694313-155699254_+	4942	1	cyclic	12	54072	10.94	4942	No_indel
ec133	18:56584183-56590737_+	6555	1	cyclic	11	69675	10.63	6566	Insertion
ec134	11:81690350-81694665_+	4316	1	cyclic	10	51863	12.02	4318	Insertion
ec135	14:60240740-60243977_+	3238	1	cyclic	18	125825	38.86	3239	Insertion
ec136	15:28907707-28912213_+	4507	1	cyclic	7	31342	6.95	4512	Insertion
ec137	5:21377141-21380831_+	3691	1	cyclic	8	64623	17.51	3694	Insertion
ec138	18:5456661-5461021_-,16:54718852-54720820_+	6330	2	cyclic	11	60888	9.62	6336	Insertion
ec139	5:67581303-67581596_+	294	1	cyclic	5	35463	120.62	294	No_indel
ec140	4:166212032-166216881_+	4850	1	cyclic	6	36811	7.59	4854	Insertion
ec141	11:77346854-77348656_-	1803	1	cyclic	1	10647	5.91	1804	Insertion
ec142	4:84641648-84644260_+	2613	1	cyclic	3	28845	11.04	2615	Insertion
ec143	X:98859676-98864100_+	4425	1	cyclic	7	52085	11.77	4426	Insertion
ec144	5:60608191-60610343_+	2153	1	cyclic	4	33878	15.74	2154	Insertion
ec145	9:88788605-88791830_+	3226	1	cyclic	10	30916	9.58	3229	Insertion
ec146	13:108283568-108285214_+	1647	1	cyclic	7	37420	22.72	1648	Insertion
ec147	1:17394075-17396213_-	2139	1	cyclic	1	21040	9.84	2140	Insertion
ec148	9:31314439-31319836_+	5398	1	cyclic	10	46843	8.68	5398	No_indel
ec149	14:73118810-73124716_+	5907	1	cyclic	11	93981	15.91	5907	No_indel
ec150	3:111771034-111774717_+	3684	1	cyclic	10	64843	17.60	3690	Insertion
ec151	7:70695121-70701058_+	5938	1	cyclic	5	36701	6.18	5936	Deletion
ec152	15:33720106-33720444_-,3:4748144-4749274_-	1470	2	cyclic	1	8730	5.94	1473	Insertion
ec153	13:79368950-79372012_+	3063	1	cyclic	7	41572	13.57	3066	Insertion
ec154	3:142864155-142866645_+	2491	1	cyclic	14	54458	21.86	2492	Insertion
ec155	21:15934700-15940407_+	5708	1	cyclic	14	67106	11.76	5709	Insertion
ec156	9:74119850-74124141_+	4292	1	cyclic	13	81764	19.05	4300	Insertion
ec157	5:94072427-94073242_-,18:62183838-62186829_+	3808	2	cyclic	8	41475	10.89	3809	Insertion
ec158	4:61813500-61814254_-,5:144105776-144106977_+	1957	2	cyclic	6	31277	15.98	1958	Insertion
ec159	4:148221078-148225280_+	4203	1	cyclic	6	40576	9.65	4205	Insertion
ec160	5:163121904-163127638_+	5735	1	cyclic	56	409176	71.35	5737	Insertion
ec161	2:177543471-177547237_+	3767	1	cyclic	10	48925	12.99	3769	Insertion
ec162	6:162895750-162900154_+	4405	1	cyclic	7	45532	10.34	4405	No_indel
ec163	12:40846590-40848969_+	2380	1	cyclic	2	10683	4.49	2379	Deletion
ec164	5:100731745-100733492_+	1748	1	cyclic	11	57217	32.73	1737	Deletion
ec165	1:95988282-95990582_-	2301	1	cyclic	2	23673	10.29	2302	Insertion
ec166	7:46122987-46130983_+	7997	1	cyclic	19	131442	16.44	7992	Deletion
ec167	9:99317275-99319659_+	2385	1	cyclic	1	14095	5.91	2385	No_indel
ec168	2:12011198-12019199_+	8002	1	cyclic	11	79365	9.92	8003	Insertion
ec169	2:63954877-63957916_+	3040	1	cyclic	3	14737	4.85	3045	Insertion
ec170	4:111464807-111475710_+	10904	1	cyclic	18	79751	7.31	10917	Insertion
ec171	8:131957596-131959442_+	1847	1	cyclic	3	11224	6.08	1846	Deletion
ec172	4:188978002-188980931_+	2930	1	cyclic	4	20931	7.14	2932	Insertion
ec173	2:166425835-166427459_+	1625	1	cyclic	2	10763	6.62	1625	No_indel
ec174	3:45105574-45107864_+,4:46243160-46250363_+	9495	2	cyclic	33	185913	19.58	9514	Insertion
ec175	7:91160089-91164473_+	4385	1	cyclic	26	105465	24.05	4383	Deletion
ec176	2:224054710-224056363_+	1654	1	cyclic	3	29652	17.93	1655	Insertion
ec177	1:80477622-80479441_+	1820	1	cyclic	1	21681	11.91	1822	Insertion
ec178	X:121616542-121621355_+	4814	1	cyclic	13	65374	13.58	4817	Insertion
ec179	1:71739886-71749423_+	9538	1	cyclic	36	194392	20.38	9561	Insertion
ec180	6:76948092-76958726_+	10635	1	cyclic	57	263228	24.75	10652	Insertion
ec181	11:57159419-57166825_+	7407	1	cyclic	9	74511	10.06	7402	Deletion
ec182	8:129449954-129450766_+	813	1	cyclic	2	30373	37.36	813	No_indel
ec183	X:17941409-17946118_+	4710	1	cyclic	8	45145	9.58	4711	Insertion
ec184	20:39945186-39947546_+	2361	1	cyclic	10	127735	54.10	2360	Deletion
ec185	2:226706110-226710704_+	4595	1	cyclic	10	59937	13.04	4597	Insertion
ec186	1:212749185-212752807_+	3623	1	cyclic	8	53015	14.63	3623	No_indel
ec187	12:77797844-77801875_+	4032	1	cyclic	16	70814	17.56	4030	Deletion
ec188	5:67968772-67977596_+	8825	1	cyclic	40	280092	31.74	8834	Insertion
ec189	9:85086285-85093687_+	7403	1	cyclic	15	61119	8.26	7418	Insertion
ec190	X:149092302-149094915_+	2614	1	cyclic	6	35828	13.71	2616	Insertion
ec191	13:102424292-102435311_+	11020	1	cyclic	39	257195	23.34	11029	Insertion
ec192	2:219751501-219754293_+	2793	1	cyclic	8	37574	13.45	2795	Insertion
ec193	4:163569654-163571973_+	2320	1	cyclic	7	22814	9.83	2320	No_indel
ec194	6:149385702-149386277_-,16:21569061-21570523_+	2039	2	cyclic	6	27475	13.47	2041	Insertion
ec195	13:66181871-66185033_+	3163	1	cyclic	1	18256	5.77	3163	No_indel
ec196	7:132539859-132543858_+	4000	1	cyclic	3	21717	5.43	4003	Insertion
ec197	5:120998726-121002301_+	3576	1	cyclic	6	23686	6.62	3575	Deletion
ec198	7:9829797-9839605_+	9809	1	cyclic	9	71108	7.25	9818	Insertion
ec199	2:196335720-196338546_+	2827	1	cyclic	7	44848	15.86	2830	Insertion
ec200	17:53263835-53267678_+	3844	1	cyclic	8	34477	8.97	3860	Insertion
ec201	11:124519210-124523251_+	4042	1	cyclic	3	26109	6.46	4045	Insertion
ec202	8:60576940-60580995_+	4056	1	cyclic	8	40175	9.91	4069	Insertion
ec203	2:139842103-139850292_+	8190	1	cyclic	8	55474	6.77	8198	Insertion
ec204	12:99239035-99242312_-	3278	1	cyclic	6	29285	8.93	3287	Insertion
ec205	9:116358559-116366562_+	8004	1	cyclic	14	108748	13.59	8023	Insertion
ec206	6:68682094-68684309_+	2216	1	cyclic	5	15517	7.00	2217	Insertion
ec207	5:77560896-77565307_+	4412	1	cyclic	10	57096	12.94	4413	Insertion
ec208	11:97696339-97696689_+,13:66968706-66973051_+	4697	2	cyclic	6	39080	8.32	4704	Insertion
ec209	2:238948553-238955247_+	6695	1	cyclic	11	91383	13.65	6698	Insertion
ec210	3:110877450-110880156_+	2707	1	cyclic	5	44885	16.58	2705	Deletion
ec211	2:55836630-55840407_+	3778	1	cyclic	4	16815	4.45	3783	Insertion
ec212	20:61203661-61208425_+	4765	1	cyclic	6	43474	9.12	4768	Insertion
ec213	5:109413043-109417287_+	4245	1	cyclic	14	73868	17.40	4246	Insertion
ec214	21:24350610-24352733_+	2124	1	cyclic	12	77692	36.58	2122	Deletion
ec215	12:46259625-46263351_+	3727	1	cyclic	5	23266	6.24	3729	Insertion
ec216	3:33777814-33780675_+	2862	1	cyclic	3	15302	5.35	2864	Insertion
ec217	2:228718236-228719789_+	1554	1	cyclic	3	16881	10.86	1555	Insertion
ec218	4:132044721-132048595_+	3875	1	cyclic	15	80759	20.84	3877	Insertion
ec219	3:173700535-173700896_-	362	1	cyclic	2	5756	15.90	362	No_indel
ec220	X:84952764-84957990_+	5227	1	cyclic	24	95483	18.27	5242	Insertion
ec221	9:10629841-10632687_+	2847	1	cyclic	6	31698	11.13	2852	Insertion
ec222	21:40678016-40681832_+	3817	1	cyclic	7	63333	16.59	3820	Insertion
ec223	1:158202273-158203573_+	1301	1	cyclic	5	24165	18.57	1300	Deletion
ec224	7:70479040-70481060_+	2021	1	cyclic	2	13310	6.59	2022	Insertion
ec225	1:18421972-18425444_+	3473	1	cyclic	6	79058	22.76	3474	Insertion
ec226	18:25072885-25074932_-	2048	1	cyclic	1	16047	7.84	2051	Insertion
ec227	22:45512909-45515499_+	2591	1	cyclic	10	47382	18.29	2597	Insertion
ec228	15:70009951-70011879_+	1929	1	cyclic	3	9984	5.18	1929	No_indel
ec229	1:247497061-247509734_+	12674	1	cyclic	22	152082	12.00	12679	Insertion
ec230	3:87282326-87284232_-	1907	1	cyclic	1	15081	7.91	1907	No_indel
ec231	2:57760089-57763311_+	3223	1	cyclic	8	44076	13.68	3226	Insertion
ec232	11:18514370-18520858_+	6489	1	cyclic	33	188009	28.97	6493	Insertion
ec233	7:129491883-129496155_+	4273	1	cyclic	4	40735	9.53	4259	Deletion
ec234	X:48297263-48298515_+	1253	1	cyclic	6	23716	18.93	1253	No_indel
ec235	5:91984545-91989772_+	5228	1	cyclic	7	26617	5.09	5234	Insertion
ec236	15:53554355-53557414_+	3060	1	cyclic	18	86502	28.27	3063	Insertion
ec237	2:58896488-58898538_+	2051	1	cyclic	3	12193	5.94	2055	Insertion
ec238	5:55474465-55480561_+	6097	1	cyclic	16	103599	16.99	6107	Insertion
ec239	18:11763657-11767921_+	4265	1	cyclic	6	43606	10.22	4268	Insertion
ec240	8:135502692-135506201_+	3510	1	cyclic	11	74638	21.26	3513	Insertion
ec241	3:89862880-89865991_-	3112	1	cyclic	2	18301	5.88	3114	Insertion
ec242	2:172047040-172054568_+	7529	1	cyclic	6	52398	6.96	7552	Insertion
ec243	1:3884073-3886952_-	2880	1	cyclic	2	26815	9.31	2880	No_indel
ec244	11:44784985-44789167_+	4183	1	cyclic	4	24203	5.79	4185	Insertion
ec245	2:180774413-180779561_+	5149	1	cyclic	6	37081	7.20	5152	Insertion
ec246	7:65921587-65929177_-	7591	1	cyclic	6	26961	3.55	7537	Deletion
ec247	11:22666684-22670555_+	3872	1	cyclic	18	85775	22.15	3871	Deletion
ec248	2:58479415-58481591_+	2177	1	cyclic	6	32591	14.97	2179	Insertion
ec249	X:32181815-32183878_+	2064	1	cyclic	3	19272	9.34	2071	Insertion
ec250	6:55876001-55878843_-	2843	1	cyclic	2	19484	6.85	2845	Insertion
ec251	10:30656307-30663270_+	6964	1	cyclic	4	26353	3.78	6980	Insertion
ec252	15:24025874-24030947_+	5074	1	cyclic	13	53732	10.59	5080	Insertion
ec253	18:2313745-2317181_+	3437	1	cyclic	2	18304	5.33	3441	Insertion
ec254	2:176643711-176660339_+	16629	1	cyclic	13	112847	6.79	16649	Insertion
ec255	2:186703395-186706199_+	2805	1	cyclic	8	36998	13.19	2806	Insertion
ec256	8:89809093-89810545_+	1453	1	cyclic	2	10001	6.88	1453	No_indel
ec257	2:212647211-212649527_+	2317	1	cyclic	9	63429	27.38	2317	No_indel
ec258	1:56503421-56507965_+	4545	1	cyclic	5	29003	6.38	4546	Insertion
ec259	12:59110758-59113893_+	3136	1	cyclic	6	58742	18.73	3128	Deletion
ec260	10:80030532-80032789_+	2258	1	cyclic	4	26262	11.63	2262	Insertion
ec261	20:13107384-13113843_+	6460	1	cyclic	4	53197	8.23	6464	Insertion
ec262	6:52248814-52251742_+	2929	1	cyclic	6	22704	7.75	2938	Insertion
ec263	2:107001363-107005270_+	3908	1	cyclic	8	56303	14.41	3889	Deletion
ec264	3:76720440-76725563_+	5124	1	cyclic	9	38453	7.50	5126	Insertion
ec265	19:17991017-17991637_+	621	1	cyclic	1	4927	7.93	621	No_indel
ec266	2:156563143-156564989_+	1847	1	cyclic	3	11925	6.46	1847	No_indel
ec267	11:23149775-23152393_+	2619	1	cyclic	4	15455	5.90	2623	Insertion
ec268	6:84492473-84495786_+,12:93380309-93380612_+	3618	2	cyclic	9	31346	8.66	3618	No_indel
ec269	6:12815506-12819323_+	3818	1	cyclic	8	49216	12.89	3821	Insertion
ec270	2:55170999-55173594_+	2596	1	cyclic	3	26655	10.27	2601	Insertion
ec271	5:20087654-20090072_+	2419	1	cyclic	5	18724	7.74	2419	No_indel
ec272	13:36285841-36289170_+	3330	1	cyclic	3	23724	7.12	3336	Insertion
ec273	3:34153746-34155735_+	1990	1	cyclic	3	11287	5.67	1992	Insertion
ec274	GL000194.1:62521-64352_+	1832	1	cyclic	5	21207	11.58	1826	Deletion
ec275	10:27890648-27892342_+	1695	1	cyclic	2	22439	13.24	1694	Deletion
ec276	7:55641523-55644037_+	2515	1	cyclic	3	17027	6.77	2518	Insertion
ec277	1:36496690-36499953_+	3264	1	cyclic	3	17242	5.28	3270	Insertion
ec278	15:37700549-37705468_+	4920	1	cyclic	23	68883	14.00	4924	Insertion
ec279	10:108548349-108550620_+	2272	1	cyclic	1	17936	7.89	2273	Insertion
ec280	3:176580030-176584537_+	4508	1	cyclic	3	29149	6.47	4510	Insertion
ec281	X:68330344-68338923_+	8580	1	cyclic	9	46179	5.38	8603	Insertion
ec282	9:8850339-8853777_+	3439	1	cyclic	4	41612	12.10	3445	Insertion
ec283	1:221344089-221345156_-	1068	1	cyclic	1	14783	13.84	1068	No_indel
ec284	19:13915993-13917365_+	1373	1	cyclic	2	7560	5.51	1309	Deletion
ec285	4:145347415-145348268_+	854	1	cyclic	1	11637	13.63	854	No_indel
ec286	1:244191626-244192661_-	1036	1	cyclic	2	24514	23.66	1037	Insertion
ec287	2:204229009-204231700_+	2692	1	cyclic	3	23654	8.79	2694	Insertion
ec288	X:122096466-122099334_+	2869	1	cyclic	3	15568	5.43	2873	Insertion
ec289	1:77539883-77542971_-	3089	1	cyclic	2	21374	6.92	3090	Insertion
ec290	3:174859425-174863407_+	3983	1	cyclic	6	22336	5.61	3984	Insertion
ec291	2:181207357-181209539_-	2183	1	cyclic	5	30573	14.01	2183	No_indel
ec292	13:89820813-89823367_+	2555	1	cyclic	4	15100	5.91	2550	Deletion
ec293	5:59252327-59254188_+	1862	1	cyclic	2	10973	5.89	1862	No_indel
ec294	17:82978957-82981807_-	2851	1	cyclic	2	16983	5.96	2854	Insertion
ec295	6:104588210-104589336_+	1127	1	cyclic	3	11973	10.62	1128	Insertion
ec296	8:92040147-92044454_-	4308	1	cyclic	4	29449	6.84	4319	Insertion
ec297	11:16614313-16618758_+	4446	1	cyclic	5	23123	5.20	4446	No_indel
ec298	4:154730700-154731438_-	739	1	cyclic	1	8750	11.84	737	Deletion
ec299	5:76041017-76044327_-	3311	1	cyclic	4	21360	6.45	3311	No_indel
ec300	20:42351702-42354924_+	3223	1	cyclic	8	28087	8.71	3226	Insertion
ec301	6:122831968-122833433_-	1466	1	cyclic	1	8640	5.89	1467	Insertion
ec302	4:27003606-27005645_-	2040	1	cyclic	3	9702	4.76	2040	No_indel
ec303	14:86744757-86755048_+	10292	1	cyclic	18	78934	7.67	10298	Insertion
ec304	2:9072068-9073429_-	1362	1	cyclic	1	10688	7.85	1363	Insertion
ec305	19:51980441-51986942_-,8:93134737-93135251_+	7017	2	cyclic	13	90142	12.85	7021	Insertion
ec306	5:143037466-143038043_-,10:117831080-117832357_-	1856	2	cyclic	2	9891	5.33	1860	Insertion
ec307	1:97215525-97217311_-	1787	1	cyclic	2	20768	11.62	1786	Deletion
ec308	9:3237542-3249766_+	12225	1	cyclic	7	41849	3.42	12284	Insertion
ec309	8:47722120-47727849_+	5730	1	cyclic	4	44982	7.85	5737	Insertion
ec310	X:45434337-45434695_-,1:97661025-97661411_+	746	2	cyclic	3	15404	20.65	746	No_indel
ec311	2:177874114-177875343_+,2:177877638-177879745_+	3338	2	cyclic	5	22744	6.81	3338	No_indel
ec312	3:77624921-77628644_+	3724	1	cyclic	11	74795	20.08	3730	Insertion
ec313	3:17799814-17805564_+	5751	1	cyclic	6	50777	8.83	6007	Insertion
ec314	13:82222725-82225990_+	3266	1	cyclic	4	20839	6.38	3272	Insertion
ec315	7:46217959-46220204_+	2246	1	cyclic	5	25183	11.21	2246	No_indel
ec316	7:34053620-34057867_+	4248	1	cyclic	4	27459	6.46	4273	Insertion
ec317	6:4335725-4342945_+	7221	1	cyclic	12	71300	9.87	7222	Insertion
